order_id,order_date,region,country,product,category,quantity,unit_price,discount,revenue,customer_segment,channel,sales_rep,returned
SO-100739,2024-06-24,APAC,Australia,Leather Journal Cover,Accessories,3,42,0,126,Consumer,Online,G. Patel,false
SO-100945,2024-06-24,LATAM,Brazil,Quill Notebook A4,Stationery,3,16,0,48,Consumer,Online,E. Haddad,false
SO-103850,2024-06-24,MEA,Kenya,Fountain Pen Brass,Writing,2,79,0.2,126.4,Small Business,Retail,G. Patel,false
SO-103951,2024-06-24,APAC,India,Fountain Pen Brass,Writing,1,79,0,79,Consumer,Online,B. Lindqvist,false
SO-105043,2024-06-24,LATAM,Chile,Quill Notebook A4,Stationery,1,16,0,16,Consumer,Online,C. Nakamura,false
SO-100388,2024-06-25,NA,Mexico,Ink Bottle Sepia 50ml,Ink,10,18,0,180,Small Business,Online,F. Moreau,false
SO-101665,2024-06-25,NA,Mexico,Calligraphy Starter Kit,Writing,5,58,0,290,Enterprise,Retail,E. Haddad,false
SO-103122,2024-06-25,LATAM,Brazil,Ink Bottle Sepia 50ml,Ink,1,18,0.1,16.2,Small Business,Retail,C. Nakamura,false
SO-103239,2024-06-25,APAC,Japan,Fountain Pen Classic,Writing,2,48,0.2,76.8,Consumer,Wholesale,E. Haddad,false
SO-103568,2024-06-25,APAC,Japan,Fountain Pen Classic,Writing,1,48,0,48,Small Business,Retail,D. Rossi,false
SO-103962,2024-06-25,NA,Mexico,Quill Notebook A4,Stationery,1,16,0,16,Small Business,Online,E. Haddad,false
SO-104108,2024-06-25,MEA,South Africa,Calligraphy Starter Kit,Writing,3,58,0,174,Small Business,Online,D. Rossi,true
SO-105463,2024-06-25,NA,Mexico,Ink Bottle Sepia 50ml,Ink,1,18,0.05,17.1,Small Business,Retail,G. Patel,false
SO-100306,2024-06-26,EU,Germany,Pen Stand Walnut,Desk,1,29,0,29,Consumer,Wholesale,G. Patel,false
SO-100673,2024-06-26,NA,United States,Desk Mat Linen,Desk,3,34,0.1,91.8,Small Business,Wholesale,G. Patel,false
SO-100764,2024-06-26,APAC,Australia,Pen Stand Walnut,Desk,2,29,0,58,Small Business,Online,B. Lindqvist,false
SO-100921,2024-06-26,LATAM,Brazil,Leather Journal Cover,Accessories,1,42,0,42,Consumer,Online,D. Rossi,false
SO-101697,2024-06-26,NA,Canada,Fountain Pen Classic,Writing,2,48,0,96,Consumer,Retail,F. Moreau,false
SO-101870,2024-06-26,NA,Canada,Monitor Riser Oak,Desk,2,64,0,128,Small Business,Online,F. Moreau,false
SO-101942,2024-06-26,APAC,Japan,Desk Mat Linen,Desk,1,34,0.1,30.6,Small Business,Online,A. Okafor,false
SO-102046,2024-06-26,APAC,Singapore,Quill Notebook A4,Stationery,1,16,0.05,15.2,Small Business,Retail,E. Haddad,true
SO-102336,2024-06-26,APAC,Australia,Fountain Pen Brass,Writing,2,79,0,158,Consumer,Online,F. Moreau,false
SO-102343,2024-06-26,MEA,Kenya,Gel Pen 5-pack,Writing,3,9.9,0.05,28.22,Small Business,Online,A. Okafor,false
SO-102651,2024-06-26,NA,United States,Gel Pen 5-pack,Writing,5,9.9,0.05,47.03,Consumer,Wholesale,F. Moreau,false
SO-102893,2024-06-26,APAC,Australia,Desk Mat Linen,Desk,1,34,0,34,Small Business,Retail,A. Okafor,false
SO-102997,2024-06-26,LATAM,Argentina,Pen Stand Walnut,Desk,2,29,0.05,55.1,Consumer,Online,A. Okafor,false
SO-103141,2024-06-26,NA,Canada,Monitor Riser Oak,Desk,1,64,0,64,Consumer,Online,C. Nakamura,false
SO-104557,2024-06-26,APAC,India,Monitor Riser Oak,Desk,2,64,0.05,121.6,Consumer,Retail,B. Lindqvist,false
SO-104659,2024-06-26,APAC,India,Gel Pen 5-pack,Writing,1,9.9,0,9.9,Small Business,Online,H. Silva,false
SO-105829,2024-06-26,LATAM,Argentina,Calligraphy Starter Kit,Writing,5,58,0,290,Small Business,Online,G. Patel,false
SO-105873,2024-06-26,LATAM,Chile,Sticky Notes Pastel,Stationery,2,5.5,0,11,Consumer,Online,B. Lindqvist,false
SO-105941,2024-06-26,LATAM,Argentina,Quill Notebook A5,Stationery,3,12.5,0,37.5,Consumer,Retail,C. Nakamura,false
SO-100139,2024-06-27,MEA,South Africa,Quill Notebook A5,Stationery,2,12.5,0,25,Small Business,Online,F. Moreau,false
SO-100182,2024-06-27,NA,Canada,Gel Pen 5-pack,Writing,5,9.9,0.05,47.03,Small Business,Online,C. Nakamura,false
SO-100671,2024-06-27,LATAM,Brazil,Fountain Pen Brass,Writing,1,79,0.2,63.2,Small Business,Online,E. Haddad,false
SO-100869,2024-06-27,LATAM,Brazil,Monitor Riser Oak,Desk,1,64,0,64,Consumer,Online,G. Patel,true
SO-103014,2024-06-27,NA,Mexico,Desk Mat Linen,Desk,3,34,0.1,91.8,Consumer,Online,D. Rossi,false
SO-104727,2024-06-27,NA,Canada,Gel Pen 5-pack,Writing,1,9.9,0,9.9,Consumer,Retail,A. Okafor,false
SO-100219,2024-06-28,EU,Netherlands,Quill Notebook A4,Stationery,2,16,0,32,Consumer,Online,C. Nakamura,false
SO-100806,2024-06-28,MEA,United Arab Emirates,Ink Cartridge Midnight,Ink,3,6.5,0,19.5,Consumer,Retail,B. Lindqvist,false
SO-100929,2024-06-28,LATAM,Chile,Sticky Notes Pastel,Stationery,1,5.5,0,5.5,Small Business,Retail,G. Patel,false
SO-101630,2024-06-28,LATAM,Chile,Calligraphy Starter Kit,Writing,5,58,0.2,232,Small Business,Wholesale,F. Moreau,false
SO-102294,2024-06-28,APAC,Singapore,Ink Cartridge Midnight,Ink,1,6.5,0,6.5,Small Business,Online,G. Patel,false
SO-102396,2024-06-28,NA,Mexico,Quill Notebook A4,Stationery,2,16,0,32,Small Business,Online,G. Patel,false
SO-102545,2024-06-28,MEA,Kenya,Ink Cartridge Midnight,Ink,2,6.5,0.05,12.35,Consumer,Online,G. Patel,false
SO-103257,2024-06-28,NA,Mexico,Fountain Pen Classic,Writing,2,48,0,96,Small Business,Online,A. Okafor,false
SO-103639,2024-06-28,LATAM,Chile,Planner 2024,Stationery,2,24,0,48,Consumer,Wholesale,F. Moreau,false
SO-100274,2024-06-29,EU,Netherlands,Sticky Notes Pastel,Stationery,1,5.5,0.05,5.23,Consumer,Online,A. Okafor,false
SO-101032,2024-06-29,NA,Canada,Fountain Pen Brass,Writing,2,79,0,158,Consumer,Retail,G. Patel,false
SO-101333,2024-06-29,APAC,Singapore,Leather Journal Cover,Accessories,2,42,0.1,75.6,Consumer,Retail,E. Haddad,false
SO-101377,2024-06-29,MEA,South Africa,Calligraphy Starter Kit,Writing,1,58,0,58,Small Business,Retail,A. Okafor,false
SO-101412,2024-06-29,APAC,Australia,Quill Notebook A5,Stationery,2,12.5,0,25,Consumer,Retail,A. Okafor,false
SO-101612,2024-06-29,NA,United States,Quill Notebook A5,Stationery,3,12.5,0,37.5,Consumer,Online,C. Nakamura,false
SO-102119,2024-06-29,APAC,India,Sticky Notes Pastel,Stationery,3,5.5,0,16.5,Consumer,Online,E. Haddad,false
SO-102373,2024-06-29,EU,United Kingdom,Ink Cartridge Midnight,Ink,1,6.5,0.2,5.2,Consumer,Online,F. Moreau,false
SO-102644,2024-06-29,MEA,United Arab Emirates,Pen Stand Walnut,Desk,3,29,0,87,Consumer,Retail,B. Lindqvist,false
SO-102832,2024-06-29,LATAM,Chile,Gel Pen 5-pack,Writing,1,9.9,0,9.9,Small Business,Online,A. Okafor,false
SO-102878,2024-06-29,APAC,Australia,Quill Notebook A5,Stationery,2,12.5,0,25,Small Business,Online,G. Patel,false
SO-104627,2024-06-29,EU,Germany,Fountain Pen Classic,Writing,1,48,0,48,Consumer,Wholesale,E. Haddad,false
SO-105241,2024-06-29,LATAM,Argentina,Sticky Notes Pastel,Stationery,1,5.5,0,5.5,Consumer,Retail,A. Okafor,true
SO-105573,2024-06-29,LATAM,Brazil,Ink Bottle Sepia 50ml,Ink,3,18,0,54,Consumer,Retail,C. Nakamura,false
SO-100441,2024-06-30,LATAM,Argentina,Fountain Pen Brass,Writing,1,79,0.05,75.05,Small Business,Online,E. Haddad,false
SO-101797,2024-06-30,EU,Netherlands,Monitor Riser Oak,Desk,1,64,0,64,Small Business,Online,G. Patel,false
SO-102625,2024-06-30,NA,Canada,Desk Mat Linen,Desk,5,34,0,170,Consumer,Retail,D. Rossi,false
SO-103160,2024-06-30,MEA,Kenya,Leather Journal Cover,Accessories,2,42,0,84,Consumer,Online,D. Rossi,false
SO-103319,2024-06-30,MEA,United Arab Emirates,Ink Cartridge Midnight,Ink,1,6.5,0,6.5,Consumer,Wholesale,F. Moreau,false
SO-103896,2024-06-30,LATAM,Chile,Pen Case Canvas,Accessories,3,22,0,66,Consumer,Wholesale,F. Moreau,false
SO-103920,2024-06-30,MEA,United Arab Emirates,Gel Pen 5-pack,Writing,1,9.9,0,9.9,Small Business,Online,F. Moreau,false
SO-104346,2024-06-30,NA,Mexico,Pen Case Canvas,Accessories,1,22,0,22,Small Business,Retail,D. Rossi,false
SO-104461,2024-06-30,NA,United States,Planner 2024,Stationery,1,24,0,24,Small Business,Online,G. Patel,false
SO-104490,2024-06-30,NA,Mexico,Sticky Notes Pastel,Stationery,5,5.5,0,27.5,Consumer,Retail,C. Nakamura,false
SO-104523,2024-06-30,EU,France,Ink Cartridge Midnight,Ink,2,6.5,0,13,Consumer,Retail,A. Okafor,false
SO-104966,2024-06-30,NA,United States,Fountain Pen Brass,Writing,1,79,0,79,Consumer,Retail,C. Nakamura,false
SO-100701,2024-07-01,EU,France,Planner 2024,Stationery,2,24,0.05,45.6,Enterprise,Online,C. Nakamura,false
SO-101388,2024-07-01,NA,Mexico,Ink Cartridge Midnight,Ink,2,6.5,0,13,Consumer,Online,G. Patel,false
SO-102258,2024-07-01,NA,Mexico,Gel Pen 5-pack,Writing,1,9.9,0.1,8.91,Consumer,Retail,A. Okafor,false
SO-102624,2024-07-01,MEA,Kenya,Desk Mat Linen,Desk,2,34,0.2,54.4,Consumer,Wholesale,G. Patel,false
SO-104017,2024-07-01,APAC,Australia,Pen Stand Walnut,Desk,1,29,0,29,Small Business,Retail,C. Nakamura,false
SO-105092,2024-07-01,APAC,Japan,Monitor Riser Oak,Desk,2,64,0,128,Small Business,Online,B. Lindqvist,false
SO-100935,2024-07-02,MEA,Kenya,Ink Cartridge Midnight,Ink,1,6.5,0.2,5.2,Consumer,Online,C. Nakamura,false
SO-101676,2024-07-02,EU,France,Quill Notebook A4,Stationery,1,16,0,16,Enterprise,Wholesale,D. Rossi,false
SO-101921,2024-07-02,MEA,South Africa,Desk Mat Linen,Desk,1,34,0,34,Consumer,Online,B. Lindqvist,false
SO-101975,2024-07-02,NA,Canada,Leather Journal Cover,Accessories,1,42,0,42,Consumer,Online,G. Patel,false
SO-102087,2024-07-02,MEA,Kenya,Pen Case Canvas,Accessories,1,22,0,22,Small Business,Retail,F. Moreau,true
SO-103379,2024-07-02,LATAM,Brazil,Gel Pen 5-pack,Writing,2,9.9,0,19.8,Consumer,Online,F. Moreau,false
SO-105128,2024-07-02,NA,Mexico,Quill Notebook A4,Stationery,2,16,0.1,28.8,Consumer,Wholesale,C. Nakamura,false
SO-100144,2024-07-03,EU,France,Quill Notebook A5,Stationery,5,12.5,0.05,59.38,Consumer,Retail,D. Rossi,false
SO-102636,2024-07-03,MEA,South Africa,Calligraphy Starter Kit,Writing,1,58,0.05,55.1,Consumer,Wholesale,A. Okafor,false
SO-102686,2024-07-03,MEA,South Africa,Calligraphy Starter Kit,Writing,2,58,0,116,Consumer,Retail,C. Nakamura,false
SO-103514,2024-07-03,LATAM,Argentina,Desk Mat Linen,Desk,2,34,0.05,64.6,Small Business,Online,E. Haddad,false
SO-104335,2024-07-03,EU,Netherlands,Ink Bottle Sepia 50ml,Ink,2,18,0,36,Consumer,Online,E. Haddad,true
SO-104918,2024-07-03,LATAM,Argentina,Sticky Notes Pastel,Stationery,1,5.5,0,5.5,Small Business,Retail,G. Patel,false
SO-105478,2024-07-03,APAC,India,Calligraphy Starter Kit,Writing,1,58,0.1,52.2,Enterprise,Retail,B. Lindqvist,false
SO-101387,2024-07-04,EU,France,Ink Bottle Sepia 50ml,Ink,3,18,0,54,Consumer,Online,B. Lindqvist,false
SO-101992,2024-07-04,NA,Canada,Monitor Riser Oak,Desk,2,64,0.1,115.2,Consumer,Online,D. Rossi,false
SO-102283,2024-07-04,LATAM,Chile,Planner 2024,Stationery,2,24,0,48,Consumer,Online,F. Moreau,true
SO-102491,2024-07-04,NA,Canada,Pen Stand Walnut,Desk,1,29,0,29,Consumer,Retail,H. Silva,false
SO-103169,2024-07-04,LATAM,Argentina,Monitor Riser Oak,Desk,3,64,0.2,153.6,Consumer,Online,F. Moreau,false
SO-103610,2024-07-04,APAC,Australia,Pen Case Canvas,Accessories,3,22,0,66,Consumer,Wholesale,G. Patel,false
SO-104601,2024-07-04,LATAM,Chile,Sticky Notes Pastel,Stationery,1,5.5,0,5.5,Consumer,Retail,H. Silva,false
SO-105704,2024-07-04,LATAM,Argentina,Ink Cartridge Midnight,Ink,1,6.5,0,6.5,Enterprise,Retail,F. Moreau,false
SO-100038,2024-07-05,MEA,South Africa,Quill Notebook A5,Stationery,3,12.5,0,37.5,Consumer,Retail,F. Moreau,false
SO-100173,2024-07-05,LATAM,Brazil,Calligraphy Starter Kit,Writing,2,58,0.05,110.2,Consumer,Online,G. Patel,false
SO-101379,2024-07-05,MEA,South Africa,Ink Bottle Sepia 50ml,Ink,5,18,0.05,85.5,Small Business,Online,F. Moreau,false
SO-101391,2024-07-05,APAC,Australia,Planner 2024,Stationery,1,24,0,24,Small Business,Online,C. Nakamura,false
SO-101723,2024-07-05,EU,Germany,Gel Pen 5-pack,Writing,1,9.9,0,9.9,Consumer,Online,D. Rossi,false
SO-101911,2024-07-05,APAC,India,Calligraphy Starter Kit,Writing,2,58,0,116,Small Business,Online,B. Lindqvist,false
SO-102126,2024-07-05,EU,Netherlands,Ink Bottle Sepia 50ml,Ink,3,18,0,54,Consumer,Online,A. Okafor,false
SO-102360,2024-07-05,LATAM,Argentina,Sticky Notes Pastel,Stationery,2,5.5,0,11,Consumer,Wholesale,G. Patel,false
SO-102758,2024-07-05,MEA,United Arab Emirates,Quill Notebook A5,Stationery,3,12.5,0.05,35.63,Consumer,Online,F. Moreau,false
SO-103345,2024-07-05,EU,Germany,Calligraphy Starter Kit,Writing,2,58,0.05,110.2,Consumer,Retail,D. Rossi,false
SO-103767,2024-07-05,MEA,Kenya,Gel Pen 5-pack,Writing,2,9.9,0,19.8,Consumer,Online,H. Silva,false
SO-104257,2024-07-05,LATAM,Chile,Desk Mat Linen,Desk,3,34,0.1,91.8,Consumer,Retail,D. Rossi,false
SO-104776,2024-07-05,NA,Mexico,Monitor Riser Oak,Desk,3,64,0,192,Consumer,Online,G. Patel,false
SO-104792,2024-07-05,MEA,South Africa,Ink Cartridge Midnight,Ink,3,6.5,0.2,15.6,Consumer,Retail,G. Patel,true
SO-105184,2024-07-05,NA,Mexico,Leather Journal Cover,Accessories,1,42,0.05,39.9,Consumer,Wholesale,G. Patel,false
SO-100103,2024-07-06,NA,Canada,Pen Stand Walnut,Desk,1,29,0.05,27.55,Consumer,Online,D. Rossi,false
SO-100541,2024-07-06,EU,Netherlands,Desk Mat Linen,Desk,1,34,0.05,32.3,Consumer,Online,G. Patel,false
SO-101599,2024-07-06,MEA,Kenya,Leather Journal Cover,Accessories,3,42,0,126,Small Business,Online,D. Rossi,false
SO-101766,2024-07-06,EU,Netherlands,Fountain Pen Classic,Writing,5,48,0,240,Consumer,Online,C. Nakamura,false
SO-104240,2024-07-06,MEA,South Africa,Ink Cartridge Midnight,Ink,3,6.5,0.1,17.55,Consumer,Online,G. Patel,true
SO-104256,2024-07-06,MEA,Kenya,Monitor Riser Oak,Desk,1,64,0,64,Small Business,Retail,C. Nakamura,false
SO-104785,2024-07-06,EU,Spain,Quill Notebook A5,Stationery,2,12.5,0.1,22.5,Enterprise,Online,D. Rossi,false
SO-100203,2024-07-07,NA,United States,Quill Notebook A5,Stationery,2,12.5,0,25,Consumer,Retail,B. Lindqvist,false
SO-100899,2024-07-07,EU,Spain,Leather Journal Cover,Accessories,3,42,0,126,Consumer,Retail,F. Moreau,false
SO-101090,2024-07-07,LATAM,Brazil,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Small Business,Online,D. Rossi,false
SO-101145,2024-07-07,LATAM,Brazil,Pen Case Canvas,Accessories,2,22,0.05,41.8,Consumer,Online,H. Silva,false
SO-101757,2024-07-07,MEA,South Africa,Fountain Pen Classic,Writing,3,48,0,144,Consumer,Retail,D. Rossi,false
SO-102575,2024-07-07,NA,Canada,Desk Mat Linen,Desk,5,34,0.05,161.5,Small Business,Online,F. Moreau,false
SO-104359,2024-07-07,NA,Mexico,Ink Cartridge Midnight,Ink,5,6.5,0.05,30.88,Enterprise,Online,F. Moreau,false
SO-105237,2024-07-07,MEA,South Africa,Monitor Riser Oak,Desk,5,64,0,320,Small Business,Online,E. Haddad,false
SO-100963,2024-07-08,MEA,South Africa,Monitor Riser Oak,Desk,3,64,0,192,Small Business,Online,C. Nakamura,false
SO-101156,2024-07-08,EU,Spain,Calligraphy Starter Kit,Writing,1,58,0,58,Consumer,Online,H. Silva,false
SO-102047,2024-07-08,EU,United Kingdom,Quill Notebook A5,Stationery,1,12.5,0.05,11.88,Enterprise,Online,B. Lindqvist,false
SO-102171,2024-07-08,NA,Canada,Quill Notebook A5,Stationery,3,12.5,0,37.5,Consumer,Retail,F. Moreau,false
SO-102178,2024-07-08,EU,France,Ink Bottle Sepia 50ml,Ink,2,18,0.1,32.4,Small Business,Online,H. Silva,false
SO-102455,2024-07-08,LATAM,Brazil,Ink Cartridge Midnight,Ink,1,6.5,0,6.5,Consumer,Online,C. Nakamura,false
SO-103722,2024-07-08,MEA,Kenya,Ink Cartridge Midnight,Ink,1,6.5,0,6.5,Small Business,Retail,H. Silva,false
SO-104190,2024-07-08,EU,Netherlands,Ink Cartridge Midnight,Ink,1,6.5,0.05,6.18,Consumer,Retail,F. Moreau,false
SO-104637,2024-07-08,EU,Germany,Fountain Pen Classic,Writing,2,48,0.05,91.2,Consumer,Retail,F. Moreau,false
SO-105082,2024-07-08,EU,United Kingdom,Calligraphy Starter Kit,Writing,3,58,0,174,Consumer,Online,D. Rossi,false
SO-105529,2024-07-08,EU,Germany,Monitor Riser Oak,Desk,2,64,0,128,Consumer,Online,E. Haddad,false
SO-105978,2024-07-08,APAC,Singapore,Pen Case Canvas,Accessories,2,22,0.05,41.8,Small Business,Online,A. Okafor,false
SO-100201,2024-07-09,EU,United Kingdom,Fountain Pen Brass,Writing,2,79,0,158,Consumer,Online,G. Patel,false
SO-100944,2024-07-09,MEA,South Africa,Calligraphy Starter Kit,Writing,2,58,0.05,110.2,Consumer,Online,C. Nakamura,false
SO-102230,2024-07-09,LATAM,Argentina,Planner 2024,Stationery,1,24,0.2,19.2,Consumer,Retail,B. Lindqvist,false
SO-102370,2024-07-09,NA,Canada,Fountain Pen Classic,Writing,2,48,0,96,Small Business,Retail,D. Rossi,false
SO-102905,2024-07-09,LATAM,Chile,Fountain Pen Brass,Writing,2,79,0,158,Consumer,Online,H. Silva,false
SO-102984,2024-07-09,NA,Mexico,Quill Notebook A5,Stationery,1,12.5,0,12.5,Enterprise,Online,E. Haddad,false
SO-104382,2024-07-09,EU,United Kingdom,Desk Mat Linen,Desk,1,34,0.2,27.2,Consumer,Online,D. Rossi,false
SO-105028,2024-07-09,LATAM,Argentina,Pen Case Canvas,Accessories,1,22,0,22,Small Business,Online,G. Patel,false
SO-105374,2024-07-09,MEA,United Arab Emirates,Calligraphy Starter Kit,Writing,3,58,0,174,Consumer,Retail,B. Lindqvist,true
SO-100555,2024-07-10,NA,Mexico,Ink Bottle Sepia 50ml,Ink,3,18,0,54,Small Business,Online,A. Okafor,false
SO-100924,2024-07-10,LATAM,Argentina,Sticky Notes Pastel,Stationery,5,5.5,0.2,22,Consumer,Online,A. Okafor,false
SO-101851,2024-07-10,EU,Germany,Fountain Pen Classic,Writing,2,48,0.05,91.2,Consumer,Retail,E. Haddad,false
SO-101933,2024-07-10,NA,Canada,Pen Case Canvas,Accessories,1,22,0,22,Consumer,Online,D. Rossi,false
SO-103882,2024-07-10,APAC,Australia,Monitor Riser Oak,Desk,2,64,0,128,Consumer,Online,D. Rossi,false
SO-103929,2024-07-10,NA,United States,Pen Stand Walnut,Desk,5,29,0,145,Small Business,Retail,A. Okafor,false
SO-103944,2024-07-10,NA,Mexico,Desk Mat Linen,Desk,5,34,0,170,Enterprise,Online,H. Silva,false
SO-105768,2024-07-10,APAC,Singapore,Sticky Notes Pastel,Stationery,10,5.5,0.05,52.25,Consumer,Retail,H. Silva,false
SO-101058,2024-07-11,APAC,India,Desk Mat Linen,Desk,3,34,0,102,Consumer,Online,B. Lindqvist,false
SO-101342,2024-07-11,APAC,Singapore,Monitor Riser Oak,Desk,2,64,0.05,121.6,Consumer,Online,D. Rossi,false
SO-102546,2024-07-11,EU,France,Fountain Pen Classic,Writing,1,48,0,48,Small Business,Retail,E. Haddad,false
SO-104404,2024-07-11,LATAM,Argentina,Pen Stand Walnut,Desk,2,29,0,58,Small Business,Online,F. Moreau,false
SO-104441,2024-07-11,APAC,Japan,Pen Stand Walnut,Desk,1,29,0,29,Small Business,Online,D. Rossi,false
SO-104828,2024-07-11,LATAM,Brazil,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Small Business,Online,H. Silva,false
SO-105834,2024-07-11,LATAM,Brazil,Pen Case Canvas,Accessories,2,22,0.1,39.6,Consumer,Online,D. Rossi,false
SO-100638,2024-07-12,EU,France,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Small Business,Wholesale,G. Patel,false
SO-102290,2024-07-12,NA,Canada,Quill Notebook A4,Stationery,1,16,0.1,14.4,Small Business,Online,E. Haddad,false
SO-103264,2024-07-12,MEA,United Arab Emirates,Pen Case Canvas,Accessories,2,22,0,44,Consumer,Online,G. Patel,false
SO-104073,2024-07-12,LATAM,Brazil,Ink Bottle Sepia 50ml,Ink,1,18,0.1,16.2,Small Business,Retail,G. Patel,false
SO-104790,2024-07-12,MEA,South Africa,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Small Business,Online,A. Okafor,false
SO-105174,2024-07-12,EU,United Kingdom,Pen Stand Walnut,Desk,5,29,0,145,Enterprise,Online,C. Nakamura,false
SO-105521,2024-07-12,EU,Netherlands,Planner 2024,Stationery,3,24,0,72,Consumer,Retail,C. Nakamura,false
SO-105792,2024-07-12,MEA,South Africa,Fountain Pen Classic,Writing,1,48,0,48,Enterprise,Online,G. Patel,false
SO-100039,2024-07-13,EU,Spain,Quill Notebook A4,Stationery,2,16,0,32,Consumer,Retail,G. Patel,false
SO-100462,2024-07-13,MEA,United Arab Emirates,Leather Journal Cover,Accessories,2,42,0,84,Consumer,Online,H. Silva,false
SO-100553,2024-07-13,LATAM,Chile,Sticky Notes Pastel,Stationery,2,5.5,0.1,9.9,Consumer,Online,A. Okafor,false
SO-101136,2024-07-13,LATAM,Argentina,Fountain Pen Classic,Writing,1,48,0,48,Consumer,Online,B. Lindqvist,false
SO-102695,2024-07-13,NA,Mexico,Leather Journal Cover,Accessories,1,42,0.1,37.8,Small Business,Online,B. Lindqvist,false
SO-103945,2024-07-13,EU,United Kingdom,Planner 2024,Stationery,1,24,0.05,22.8,Enterprise,Online,C. Nakamura,false
SO-105754,2024-07-13,NA,Canada,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Small Business,Online,A. Okafor,false
SO-105837,2024-07-13,LATAM,Brazil,Fountain Pen Classic,Writing,2,48,0.05,91.2,Small Business,Online,B. Lindqvist,false
SO-100564,2024-07-14,LATAM,Argentina,Planner 2024,Stationery,2,24,0,48,Enterprise,Online,B. Lindqvist,false
SO-100813,2024-07-14,LATAM,Chile,Ink Cartridge Midnight,Ink,1,6.5,0,6.5,Consumer,Online,D. Rossi,true
SO-103268,2024-07-14,MEA,United Arab Emirates,Desk Mat Linen,Desk,1,34,0.1,30.6,Consumer,Online,H. Silva,false
SO-103308,2024-07-14,NA,United States,Ink Bottle Sepia 50ml,Ink,2,18,0,36,Small Business,Retail,B. Lindqvist,false
SO-103919,2024-07-14,NA,Mexico,Pen Stand Walnut,Desk,1,29,0,29,Consumer,Online,H. Silva,false
SO-100370,2024-07-15,MEA,United Arab Emirates,Pen Stand Walnut,Desk,5,29,0,145,Consumer,Online,A. Okafor,false
SO-100658,2024-07-15,LATAM,Brazil,Fountain Pen Brass,Writing,2,79,0.1,142.2,Consumer,Online,B. Lindqvist,false
SO-103805,2024-07-15,MEA,United Arab Emirates,Ink Cartridge Midnight,Ink,2,6.5,0,13,Small Business,Online,B. Lindqvist,false
SO-104178,2024-07-15,MEA,United Arab Emirates,Pen Stand Walnut,Desk,5,29,0,145,Consumer,Online,C. Nakamura,false
SO-104468,2024-07-15,APAC,Japan,Fountain Pen Brass,Writing,1,79,0,79,Consumer,Online,H. Silva,false
SO-105217,2024-07-15,MEA,Kenya,Pen Case Canvas,Accessories,1,22,0,22,Small Business,Online,F. Moreau,false
SO-101739,2024-07-16,MEA,South Africa,Leather Journal Cover,Accessories,1,42,0,42,Consumer,Retail,D. Rossi,false
SO-101813,2024-07-16,APAC,Australia,Sticky Notes Pastel,Stationery,1,5.5,0,5.5,Consumer,Online,F. Moreau,false
SO-103004,2024-07-16,EU,Germany,Planner 2024,Stationery,2,24,0.05,45.6,Consumer,Online,D. Rossi,false
SO-103390,2024-07-16,APAC,Singapore,Monitor Riser Oak,Desk,1,64,0,64,Consumer,Online,E. Haddad,false
SO-104479,2024-07-16,MEA,Kenya,Calligraphy Starter Kit,Writing,10,58,0,580,Consumer,Online,D. Rossi,false
SO-100006,2024-07-17,MEA,South Africa,Fountain Pen Brass,Writing,5,79,0,395,Small Business,Online,G. Patel,false
SO-100475,2024-07-17,EU,Germany,Quill Notebook A5,Stationery,2,12.5,0,25,Consumer,Online,A. Okafor,false
SO-101241,2024-07-17,MEA,Kenya,Pen Stand Walnut,Desk,1,29,0,29,Consumer,Retail,D. Rossi,false
SO-102052,2024-07-17,MEA,United Arab Emirates,Sticky Notes Pastel,Stationery,1,5.5,0,5.5,Consumer,Retail,A. Okafor,false
SO-102164,2024-07-17,APAC,Japan,Desk Mat Linen,Desk,1,34,0,34,Consumer,Retail,A. Okafor,false
SO-102272,2024-07-17,APAC,Australia,Gel Pen 5-pack,Writing,2,9.9,0,19.8,Consumer,Retail,F. Moreau,false
SO-102708,2024-07-17,LATAM,Argentina,Fountain Pen Classic,Writing,1,48,0.1,43.2,Consumer,Online,A. Okafor,false
SO-103136,2024-07-17,LATAM,Brazil,Planner 2024,Stationery,2,24,0,48,Small Business,Retail,C. Nakamura,false
SO-103293,2024-07-17,MEA,South Africa,Calligraphy Starter Kit,Writing,2,58,0.1,104.4,Small Business,Wholesale,E. Haddad,false
SO-103789,2024-07-17,APAC,Japan,Calligraphy Starter Kit,Writing,2,58,0,116,Small Business,Wholesale,C. Nakamura,false
SO-104165,2024-07-17,LATAM,Argentina,Ink Bottle Sepia 50ml,Ink,1,18,0,18,Consumer,Online,F. Moreau,false
SO-104711,2024-07-17,MEA,South Africa,Leather Journal Cover,Accessories,1,42,0.1,37.8,Consumer,Online,F. Moreau,false
SO-100279,2024-07-18,MEA,South Africa,Fountain Pen Classic,Writing,2,48,0,96,Consumer,Online,D. Rossi,false
SO-101349,2024-07-18,MEA,South Africa,Quill Notebook A5,Stationery,1,12.5,0,12.5,Consumer,Retail,F. Moreau,false
SO-103804,2024-07-18,LATAM,Chile,Pen Case Canvas,Accessories,3,22,0,66,Consumer,Retail,H. Silva,false
